Time stamp,Contador,DL_B0,DL_B1,DL_B2,DL_B3,DL_B4,DL_B5,DL_B6,DL_B7,DL_B8,DL_B9,DL_B10,DL_B11,DL_B12,DL_B13,DL_B14,DL_B15,DL_B16,DL_B17,DL_B18,DL_B19,DL_B20,DL_B21,DL_B22,DL_B23,DL_B24,DL_B25,DL_B26,DL_B27,DL_B28,DL_B29,DL_B30,DL_B31,DL_B32,DL_B33,DL_B34,DL_B35,UL_B0,UL_B1,UL_B2,UL_B3,UL_B4,UL_B5,UL_B6,UL_B7,UL_B8,UL_B9,UL_B10,UL_B11,UL_B12,UL_B13,UL_B14,UL_B15,UL_B16,UL_B17,UL_B18,UL_B19,UL_B20,UL_B21,UL_B22,UL_B23,UL_B24,UL_B25,UL_B26,UL_B27,UL_B28,UL_B29,UL_B30,UL_B31,UL_B32,UL_B33,UL_B34,UL_B35
Sun Jul 19 19:55:58 2026,11,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,238, 159, 240, 157, 0, 0, 0, 0, 0, 1, 0, 0, 40, 223, 40, 223, 0, 1, 0, 18, 0, 0, 9, 86, 21, 34, 254, 161, 12, 107, 253, 53, 151, 112, 3, 20
Sun Jul 19 19:56:00 2026,12,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,238, 159, 242, 157, 0, 0, 0, 0, 0, 1, 0, 0, 40, 224, 40, 224, 0, 1, 0, 19, 0, 135, 9, 86, 21, 34, 254, 161, 12, 110, 253, 53, 151, 117, 3, 20
Sun Jul 19 19:56:02 2026,13,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,242, 157, 244, 157, 0, 0, 0, 0, 0, 1, 0, 0, 40, 225, 40, 225, 0, 1, 0, 24, 0, 9, 9, 86, 21, 34, 254, 161, 12, 111, 253, 53, 151, 118, 3, 20
Sun Jul 19 19:56:03 2026,14,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,230, 157, 238, 158, 0, 0, 0, 0, 0, 1, 0, 0, 40, 226, 40, 226, 0, 1, 0, 18, 0, 49, 9, 86, 21, 44, 254, 161, 12, 110, 253, 53, 151, 116, 3, 19
Sun Jul 19 19:56:05 2026,15,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,242, 157, 246, 157, 0, 0, 0, 0, 0, 1, 0, 0, 40, 227, 40, 227, 0, 1, 0, 18, 0, 100, 9, 86, 21, 44, 254, 161, 12, 110, 253, 53, 151, 116, 3, 19
Sun Jul 19 19:56:07 2026,16,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,240, 158, 240, 158, 0, 0, 0, 0, 0, 1, 0, 0, 40, 228, 40, 228, 0, 1, 0, 19, 0, 74, 9, 86, 21, 44, 254, 161, 12, 108, 253, 53, 151, 113, 3, 19
Sun Jul 19 19:56:08 2026,17,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,242, 157, 246, 159, 0, 0, 0, 0, 0, 1, 0, 0, 40, 229, 40, 229, 0, 1, 0, 19, 0, 4, 9, 86, 21, 44, 254, 161, 12, 106, 253, 53, 151, 110, 3, 19
Sun Jul 19 19:56:09 2026,18,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,240, 156, 248, 159, 0, 0, 0, 0, 0, 1, 0, 0, 40, 230, 40, 230, 0, 1, 0, 31, 0, 75, 9, 86, 21, 44, 254, 161, 12, 105, 253, 53, 151, 108, 3, 19
Sun Jul 19 19:56:11 2026,19,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,228, 154, 224, 154, 0, 0, 0, 0, 0, 1, 0, 0, 40, 231, 40, 231, 0, 1, 0, 18, 0, 139, 9, 86, 21, 44, 254, 161, 12, 107, 253, 53, 151, 111, 3, 19
Sun Jul 19 19:56:12 2026,20,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,236, 156, 236, 158, 0, 0, 0, 0, 0, 1, 0, 0, 40, 232, 40, 232, 0, 1, 0, 18, 0, 136, 9, 86, 21, 44, 254, 161, 12, 105, 253, 53, 151, 108, 3, 19
Sun Jul 19 19:56:13 2026,21,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,224, 157, 226, 157, 0, 0, 0, 0, 0, 1, 0, 0, 40, 233, 40, 233, 0, 1, 0, 18, 0, 96, 9, 86, 21, 44, 254, 161, 12, 106, 253, 53, 151, 109, 3, 18
Sun Jul 19 19:56:15 2026,22,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,226, 154, 226, 156, 0, 0, 0, 0, 0, 1, 0, 0, 40, 234, 40, 234, 0, 1, 0, 18, 0, 0, 9, 86, 21, 44, 254, 161, 12, 112, 253, 53, 151, 117, 3, 17
Sun Jul 19 19:56:16 2026,23,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,222, 155, 226, 157, 0, 0, 0, 0, 0, 1, 0, 0, 40, 235, 40, 235, 0, 1, 0, 23, 0, 50, 9, 86, 21, 44, 254, 161, 12, 107, 253, 53, 151, 108, 3, 17
Sun Jul 19 19:56:17 2026,24,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,228, 154, 230, 156, 0, 0, 0, 0, 0, 1, 0, 0, 40, 236, 40, 236, 0, 1, 0, 21, 0, 76, 9, 86, 21, 44, 254, 161, 12, 113, 253, 53, 151, 114, 3, 17
Sun Jul 19 19:56:19 2026,25,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,228, 156, 230, 155, 0, 0, 0, 0, 0, 1, 0, 0, 40, 237, 40, 237, 0, 1, 0, 18, 0, 96, 9, 86, 21, 44, 254, 161, 12, 111, 253, 53, 151, 114, 3, 16
Sun Jul 19 19:56:20 2026,26,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,228, 156, 232, 156, 0, 0, 0, 0, 0, 1, 0, 0, 40, 238, 40, 238, 0, 1, 0, 31, 0, 132, 9, 86, 21, 44, 254, 161, 12, 108, 253, 53, 151, 111, 3, 16
Sun Jul 19 19:56:22 2026,27,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,230, 154, 232, 157, 0, 0, 0, 0, 0, 1, 0, 0, 40, 239, 40, 239, 0, 1, 0, 20, 0, 112, 9, 86, 21, 34, 254, 161, 12, 112, 253, 53, 151, 117, 3, 15
Sun Jul 19 19:56:23 2026,28,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,228, 157, 232, 155, 0, 0, 0, 0, 0, 1, 0, 0, 40, 240, 40, 240, 0, 1, 0, 19, 0, 140, 9, 86, 21, 44, 254, 161, 12, 110, 253, 53, 151, 115, 3, 15
Sun Jul 19 19:56:24 2026,29,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,230, 154, 232, 156, 0, 0, 0, 0, 0, 1, 0, 0, 40, 241, 40, 241, 0, 1, 0, 31, 0, 0, 9, 86, 21, 44, 254, 161, 12, 112, 253, 53, 151, 118, 3, 15
Sun Jul 19 19:56:26 2026,30,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,230, 155, 230, 155, 0, 0, 0, 0, 0, 1, 0, 0, 40, 242, 40, 242, 0, 1, 0, 19, 0, 0, 9, 86, 21, 44, 254, 161, 12, 111, 253, 53, 151, 118, 3, 14
Sun Jul 19 19:56:27 2026,31,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,228, 157, 232, 158, 0, 0, 0, 0, 0, 1, 0, 0, 40, 243, 40, 243, 0, 1, 0, 19, 0, 10, 9, 86, 21, 34, 254, 161, 12, 108, 253, 53, 151, 114, 3, 14
Sun Jul 19 19:56:28 2026,32,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,228, 154, 228, 155, 0, 0, 0, 0, 0, 1, 0, 0, 40, 244, 40, 244, 0, 1, 0, 19, 0, 88, 9, 86, 21, 34, 254, 161, 12, 107, 253, 53, 151, 114, 3, 15
Sun Jul 19 19:56:30 2026,33,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,228, 154, 230, 155, 0, 0, 0, 0, 0, 1, 0, 0, 40, 245, 40, 245, 0, 1, 0, 19, 0, 105, 9, 86, 21, 44, 254, 161, 12, 111, 253, 53, 151, 119, 3, 15
Sun Jul 19 19:56:31 2026,34,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,230, 157, 234, 156, 0, 0, 0, 0, 0, 1, 0, 0, 40, 246, 40, 246, 0, 1, 0, 31, 0, 121, 9, 86, 21, 34, 254, 161, 12, 109, 253, 53, 151, 115, 3, 14
Sun Jul 19 19:56:32 2026,35,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,232, 154, 232, 155, 0, 0, 0, 0, 0, 1, 0, 0, 40, 247, 40, 247, 0, 1, 0, 21, 0, 68, 9, 86, 21, 34, 254, 161, 12, 121, 253, 53, 151, 131, 3, 14
Sun Jul 19 19:56:34 2026,36,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,230, 157, 234, 156, 0, 0, 0, 0, 0, 1, 0, 0, 40, 248, 40, 248, 0, 1, 0, 19, 0, 77, 9, 86, 21, 34, 254, 161, 12, 123, 253, 53, 151, 133, 3, 13
Sun Jul 19 19:56:35 2026,37,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,230, 155, 232, 158, 0, 0, 0, 0, 0, 1, 0, 0, 40, 249, 40, 249, 0, 1, 0, 24, 0, 0, 9, 86, 21, 34, 254, 161, 12, 128, 253, 53, 151, 137, 3, 13
Sun Jul 19 19:56:36 2026,38,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,232, 155, 234, 157, 0, 0, 0, 0, 0, 1, 0, 0, 40, 250, 40, 250, 0, 1, 0, 19, 0, 122, 9, 86, 21, 34, 254, 161, 12, 130, 253, 53, 151, 139, 3, 12
Sun Jul 19 19:56:38 2026,39,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,230, 157, 234, 158, 0, 0, 0, 0, 0, 1, 0, 0, 40, 251, 40, 251, 0, 1, 0, 18, 0, 0, 9, 86, 21, 44, 254, 161, 12, 134, 253, 53, 151, 144, 3, 11
Sun Jul 19 19:56:39 2026,40,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,234, 156, 228, 155, 0, 0, 0, 0, 0, 1, 0, 0, 40, 252, 40, 252, 0, 1, 0, 25, 0, 131, 9, 86, 21, 44, 254, 161, 12, 139, 253, 53, 151, 153, 3, 11
Sun Jul 19 19:56:41 2026,41,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,230, 155, 232, 155, 0, 0, 0, 0, 0, 1, 0, 0, 40, 253, 40, 253, 0, 1, 0, 19, 0, 114, 9, 86, 21, 44, 254, 161, 12, 143, 253, 53, 151, 158, 3, 10
Sun Jul 19 19:56:42 2026,42,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,228, 158, 232, 156, 0, 0, 0, 0, 0, 1, 0, 0, 40, 254, 40, 254, 0, 1, 0, 19, 0, 11, 9, 86, 21, 44, 254, 161, 12, 145, 253, 53, 151, 160, 3, 10
Sun Jul 19 19:56:43 2026,43,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,226, 152, 230, 156, 0, 0, 0, 0, 0, 1, 0, 0, 40, 255, 40, 255, 0, 1, 0, 25, 0, 0, 9, 86, 21, 44, 254, 161, 12, 147, 253, 53, 151, 163, 3, 10
Sun Jul 19 19:56:45 2026,44,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,228, 153, 230, 155, 0, 0, 0, 0, 0, 1, 0, 0, 41, 0, 41, 0, 0, 1, 0, 20, 0, 77, 9, 86, 21, 34, 254, 161, 12, 143, 253, 53, 151, 158, 3, 9
Sun Jul 19 19:56:46 2026,45,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,226, 152, 228, 156, 0, 0, 0, 0, 0, 1, 0, 0, 41, 1, 41, 1, 0, 1, 0, 19, 0, 114, 9, 86, 21, 34, 254, 161, 12, 146, 253, 53, 151, 161, 3, 8
Sun Jul 19 19:56:47 2026,46,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,226, 153, 228, 156, 0, 0, 0, 0, 0, 1, 0, 0, 41, 2, 41, 2, 0, 1, 0, 21, 0, 18, 9, 86, 21, 34, 254, 161, 12, 144, 253, 53, 151, 160, 3, 8
Sun Jul 19 19:56:49 2026,47,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,224, 157, 228, 154, 0, 0, 0, 0, 0, 1, 0, 0, 41, 3, 41, 3, 0, 1, 0, 19, 0, 61, 9, 86, 21, 34, 254, 161, 12, 144, 253, 53, 151, 159, 3, 8
Sun Jul 19 19:56:50 2026,48,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,228, 154, 232, 156, 0, 0, 0, 0, 0, 1, 0, 0, 41, 4, 41, 4, 0, 1, 0, 19, 0, 75, 9, 86, 21, 34, 254, 161, 12, 147, 253, 53, 151, 163, 3, 8
Sun Jul 19 19:56:52 2026,49,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,242, 158, 248, 158, 0, 0, 0, 0, 0, 1, 0, 0, 41, 5, 41, 5, 0, 1, 0, 20, 0, 40, 9, 86, 21, 34, 254, 161, 12, 148, 253, 53, 151, 164, 3, 8
Sun Jul 19 19:56:53 2026,50,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,240, 158, 242, 156, 0, 0, 0, 0, 0, 1, 0, 0, 41, 6, 41, 6, 0, 1, 0, 19, 0, 9, 9, 86, 21, 44, 254, 161, 12, 153, 253, 53, 151, 171, 3, 7
Sun Jul 19 19:56:54 2026,51,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,234, 155, 240, 157, 0, 0, 0, 0, 0, 1, 0, 0, 41, 7, 41, 7, 0, 1, 0, 23, 0, 0, 9, 86, 21, 44, 254, 161, 12, 158, 253, 53, 151, 176, 3, 7
Sun Jul 19 19:56:56 2026,52,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,244, 158, 248, 159, 0, 0, 0, 0, 0, 1, 0, 0, 41, 8, 41, 8, 0, 1, 0, 19, 0, 77, 9, 86, 21, 44, 254, 161, 12, 159, 253, 53, 151, 178, 3, 7
Sun Jul 19 19:56:57 2026,53,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,228, 154, 232, 155, 0, 0, 0, 0, 0, 1, 0, 0, 41, 9, 41, 9, 0, 1, 0, 18, 0, 29, 9, 86, 21, 44, 254, 161, 12, 160, 253, 53, 151, 179, 3, 7
Sun Jul 19 19:56:58 2026,54,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,234, 157, 238, 159, 0, 0, 0, 0, 0, 1, 0, 0, 41, 10, 41, 10, 0, 1, 0, 19, 0, 0, 9, 86, 21, 34, 254, 161, 12, 160, 253, 53, 151, 178, 3, 7
Sun Jul 19 19:57:00 2026,55,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,234, 155, 236, 159, 0, 0, 0, 0, 0, 1, 0, 0, 41, 11, 41, 11, 0, 1, 0, 19, 0, 147, 9, 86, 21, 34, 254, 161, 12, 160, 253, 53, 151, 178, 3, 7
Sun Jul 19 19:57:01 2026,56,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,226, 153, 228, 156, 0, 0, 0, 0, 0, 1, 0, 0, 41, 12, 41, 12, 0, 1, 0, 19, 0, 35, 9, 86, 21, 44, 254, 161, 12, 164, 253, 53, 151, 181, 3, 7
