Time stamp,Contador,DL_B0,DL_B1,DL_B2,DL_B3,DL_B4,DL_B5,DL_B6,DL_B7,DL_B8,DL_B9,DL_B10,DL_B11,DL_B12,DL_B13,DL_B14,DL_B15,DL_B16,DL_B17,DL_B18,DL_B19,DL_B20,DL_B21,DL_B22,DL_B23,DL_B24,DL_B25,DL_B26,DL_B27,DL_B28,DL_B29,DL_B30,DL_B31,DL_B32,DL_B33,DL_B34,DL_B35,UL_B0,UL_B1,UL_B2,UL_B3,UL_B4,UL_B5,UL_B6,UL_B7,UL_B8,UL_B9,UL_B10,UL_B11,UL_B12,UL_B13,UL_B14,UL_B15,UL_B16,UL_B17,UL_B18,UL_B19,UL_B20,UL_B21,UL_B22,UL_B23,UL_B24,UL_B25,UL_B26,UL_B27,UL_B28,UL_B29,UL_B30,UL_B31,UL_B23,UL_B33,UL_B34,UL_B35
Sat Jul 18 21:58:50 2026,11,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 157, 64, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 111, 0, 111, 0, 1, 5, 19, 0, 42, 9, 66, 21, 254, 254, 161, 13, 6, 253, 53, 151, 170, 2, 251
Sat Jul 18 21:58:51 2026,12,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 158, 64, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 112, 0, 112, 0, 1, 5, 36, 0, 59, 9, 66, 21, 254, 254, 161, 13, 6, 253, 53, 151, 170, 2, 251
Sat Jul 18 21:58:53 2026,13,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 157, 64, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 113, 0, 113, 0, 1, 5, 48, 0, 86, 9, 66, 22, 8, 254, 161, 13, 5, 253, 53, 151, 170, 2, 252
Sat Jul 18 21:58:54 2026,14,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 158, 64, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 114, 0, 114, 0, 1, 5, 38, 0, 94, 9, 66, 21, 254, 254, 161, 13, 4, 253, 53, 151, 171, 2, 253
Sat Jul 18 21:58:55 2026,15,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 159, 64, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 115, 0, 115, 0, 1, 5, 22, 0, 55, 9, 66, 21, 254, 254, 161, 13, 2, 253, 53, 151, 168, 2, 253
Sat Jul 18 21:58:57 2026,16,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 158, 64, 160, 0, 0, 0, 0, 0, 1, 0, 0, 0, 116, 0, 116, 0, 1, 5, 38, 0, 84, 9, 66, 21, 254, 254, 161, 13, 2, 253, 53, 151, 169, 2, 253
Sat Jul 18 21:58:58 2026,17,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 158, 64, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 117, 0, 117, 0, 1, 5, 29, 0, 43, 9, 66, 21, 254, 254, 161, 13, 3, 253, 53, 151, 172, 2, 253
Sat Jul 18 21:58:59 2026,18,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 157, 64, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 118, 0, 118, 0, 1, 5, 27, 0, 42, 9, 66, 21, 254, 254, 161, 13, 3, 253, 53, 151, 174, 2, 253
Sat Jul 18 21:59:01 2026,19,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 157, 64, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 119, 0, 119, 0, 1, 5, 26, 0, 73, 9, 66, 21, 254, 254, 161, 13, 3, 253, 53, 151, 175, 2, 253
Sat Jul 18 21:59:02 2026,20,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,62, 157, 64, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 120, 0, 120, 0, 1, 5, 32, 0, 76, 9, 66, 22, 8, 254, 161, 13, 3, 253, 53, 151, 176, 2, 253
Sat Jul 18 21:59:03 2026,21,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 157, 64, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 121, 0, 121, 0, 1, 5, 46, 0, 63, 9, 66, 22, 8, 254, 161, 13, 3, 253, 53, 151, 178, 2, 253
Sat Jul 18 21:59:04 2026,22,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 158, 64, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 122, 0, 122, 0, 1, 5, 46, 0, 56, 9, 66, 21, 254, 254, 161, 13, 3, 253, 53, 151, 179, 2, 253
Sat Jul 18 21:59:06 2026,23,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 159, 64, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 123, 0, 123, 0, 1, 5, 37, 0, 67, 9, 66, 21, 254, 254, 161, 13, 3, 253, 53, 151, 180, 2, 253
Sat Jul 18 21:59:07 2026,24,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 158, 64, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 124, 0, 124, 0, 1, 5, 27, 0, 43, 9, 66, 21, 244, 254, 161, 13, 3, 253, 53, 151, 179, 2, 253
Sat Jul 18 21:59:08 2026,25,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 158, 64, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 125, 0, 125, 0, 1, 5, 29, 0, 49, 9, 66, 21, 244, 254, 161, 13, 3, 253, 53, 151, 179, 2, 253
Sat Jul 18 21:59:10 2026,26,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 158, 64, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 126, 0, 126, 0, 1, 5, 34, 0, 89, 9, 66, 21, 244, 254, 161, 13, 4, 253, 53, 151, 183, 2, 252
Sat Jul 18 21:59:11 2026,27,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 158, 64, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 127, 0, 127, 0, 1, 5, 24, 0, 90, 9, 66, 21, 234, 254, 161, 13, 3, 253, 53, 151, 186, 2, 251
Sat Jul 18 21:59:13 2026,28,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 157, 64, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 128, 0, 128, 0, 1, 5, 37, 0, 42, 9, 66, 21, 234, 254, 161, 13, 2, 253, 53, 151, 191, 2, 249
Sat Jul 18 21:59:14 2026,29,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 158, 64, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 129, 0, 129, 0, 1, 5, 31, 0, 97, 9, 66, 21, 234, 254, 161, 13, 2, 253, 53, 151, 193, 2, 249
Sat Jul 18 21:59:15 2026,30,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 158, 64, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 130, 0, 130, 0, 1, 5, 34, 0, 57, 9, 66, 21, 224, 254, 161, 13, 3, 253, 53, 151, 196, 2, 248
Sat Jul 18 21:59:17 2026,31,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 158, 64, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 131, 0, 131, 0, 1, 5, 36, 0, 61, 9, 66, 21, 214, 254, 161, 13, 3, 253, 53, 151, 198, 2, 247
Sat Jul 18 21:59:18 2026,32,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 158, 64, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 132, 0, 132, 0, 1, 5, 31, 0, 54, 9, 66, 21, 214, 254, 161, 13, 4, 253, 53, 151, 201, 2, 246
Sat Jul 18 21:59:19 2026,33,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 158, 64, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 133, 0, 133, 0, 1, 5, 31, 0, 45, 9, 66, 21, 204, 254, 161, 13, 5, 253, 53, 151, 206, 2, 244
Sat Jul 18 21:59:21 2026,34,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 157, 64, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 134, 0, 134, 0, 1, 5, 27, 0, 60, 9, 66, 21, 204, 254, 161, 13, 5, 253, 53, 151, 208, 2, 244
Sat Jul 18 21:59:22 2026,35,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 160, 64, 159, 0, 0, 0, 0, 0, 1, 0, 0, 0, 135, 0, 135, 0, 1, 5, 30, 0, 95, 9, 66, 21, 204, 254, 161, 13, 6, 253, 53, 151, 212, 2, 243
Sat Jul 18 21:59:24 2026,36,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 158, 64, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 136, 0, 136, 0, 1, 5, 27, 0, 93, 9, 66, 21, 204, 254, 161, 13, 8, 253, 53, 151, 219, 2, 243
Sat Jul 18 21:59:25 2026,37,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 157, 64, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 137, 0, 137, 0, 1, 5, 36, 0, 61, 9, 66, 21, 194, 254, 161, 13, 8, 253, 53, 151, 221, 2, 243
Sat Jul 18 21:59:26 2026,38,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 157, 64, 158, 0, 0, 0, 0, 0, 1, 0, 0, 0, 138, 0, 138, 0, 1, 5, 36, 0, 56, 9, 66, 21, 194, 254, 161, 13, 8, 253, 53, 151, 223, 2, 243
Sat Jul 18 21:59:28 2026,39,0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,60, 161, 64, 157, 0, 0, 0, 0, 0, 1, 0, 0, 0, 139, 0, 139, 0, 1, 5, 29, 0, 74, 9, 66, 21, 204, 254, 161, 13, 9, 253, 53, 151, 224, 2, 243
